,ACHADO,TIPO_ACHADO
22612,Implantação do empreendimento sem obtenção de todas as licenças e autorizações emitidas pelos órgãos competentes.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
12082,Sobrepreço decorrente de quantitativo inadequado.,Sobrepreço
5190,Restrição ao caráter competitivo da licitação - Inexistência de publicação do aviso de edital ou publicação do aviso do edital sem respeitar o prazo mínimo previsto na Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
9928,Acréscimos ou supressões em percentual superior ao legalmente permitido.,"Aditivos irregulares, injustificados ou não celebrados"
9326,Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
16519,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
5823,"Alteração de quantitatitativos de objeto/prorrogação de prazo não justificada, insuficientemente justificada ou cujos motivos alegados/memórias de cálculo apresentam inconsistências técnicas, erros ou omissões.","Aditivos irregulares, injustificados ou não celebrados"
13522,Inobservância dos requisitos legais e técnicos de acessibilidade de pessoas portadoras de deficiência ou com mobilidade reduzida.,"Projeto inexistente, deficiente ou desatualizado"
11691,Sobrepreço decorrente de BDI excessivo.,Sobrepreço
7258,Itens instalação/manutenção de canteiros e mobilização/desmobilização não se encontram detalhados no custo direto da obra.,Falha na composição dos custos expressos na planilha orçamentária
13175,Sobrepreço decorrente de itens considerados em duplicidade.,Sobrepreço
18804,Os parâmetros de sustentabilidade não foram atendidos na obra,"Projeto inexistente, deficiente ou desatualizado"
14821,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
20654,055/2015 - Deficiência nos mecanismos para controlar a execução contratual.,Cláusulas essenciais imprecisas ou ausentes
18079,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
17097,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
8294,Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
8019,Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
16590,Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
10120,Alteração injustificada de quantitativos.,"Aditivos irregulares, injustificados ou não celebrados"
6914,Subcontratação irregular.,Subcontratação ou subrrogação irregular
7405,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
12418,Existência de atrasos injustificados nas obras.,Descumprimento do cronograma físico-financeiro do objeto
14192,Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
6637,As condicionantes da Licença de Instalação não estão sendo atendidas.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
10988,"Desvio de objeto devido a alterações qualitativas (mudanças de projeto e de técnicas construtivas, modificações relevantes de materiais - tipo e qualidade).","Aditivos irregulares, injustificados ou não celebrados"
8482,Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
15928,Inadequação das providências adotadas pela Administração para sanar interferências que possam provocar o atraso da obra.,Atraso ou paralisação da obra por ação ou omissão do gestor
12181,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
324,Descumprimento de determinação contida em acórdão do Tribunal de Contas da União.,Descumprimento de determinação do TCU
11276,Superfaturamento decorrente de itens pagos em duplicidade.,Superfaturamento
20785,Visita técnica realizada simultaneamente com vários licitantes,Irregularidades na condução do procedimento licitatório
18990,Deficiência grave de fiscalização/supervisão - A fiscalização foi contratada pela própria empreiteira.,Fiscalização contratual inexistente ou deficiente
18603,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
21122,Exclusão de serviços  que podem comprometer a funcionalidade do empreendimento,Ausência de efetividade da obra
8868,Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
8214,O Plano de Trabalho apresentado pelo Convenente não contém todos os requisitos exigidos pelo art. 2º da Instrução Normativa STN nº 1.,Irregularidades na fase de proposição
11666,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
12514,Obras realizadas em terrenos não desapropriados (caracterização de esbulho pela Administração Pública).,Processo de desapropriação inexistente ou deficiente
9717,Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
12838,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
7171,"Existência de preços inexeqüíveis (simbólicos, irrisórios ou de valor zero) no orçamento do Edital / Contrato / Aditivo.",Metodologia inadequada para definição do orçamento do objeto
11170,Adiantamento de pagamentos.,Liquidação e/ou pagamento irregular da despesa
7747,Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
17745,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
14277,Descumprimento de determinação exarada pelo TCU.,Descumprimento de determinação do TCU
16503,Existência de outros indicadores de viabilidade econômico-financeiro desfavoráveis.,Inviabilidade do projeto
10201,Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
8389,Cláusulas contratuais em desacordo com os preceitos da Lei 8.666/93.,Cláusulas essenciais imprecisas ou ausentes
9627,Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
18406,Deficiência na apresentação das informações constantes da planilha orçamentária do Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
6154,"Acréscimos ao valor contratual superiores ao limite legal - Acréscimos e/ou supressões em percentual superior ao permitido pela Lei 8.666/93, art. 65, § 1º, conforme Acórdão 1.428/2003-TCU-Plenário e 2134/2006-TCU-Plenário.","Aditivos irregulares, injustificados ou não celebrados"
7359,Cláusulas contratuais em desacordo com os preceitos da Lei 8.666/93.,Cláusulas essenciais imprecisas ou ausentes
22799,Deficiência no controle de medicamentos,Fiscalização contratual inexistente ou deficiente
21308,"Contratação emergencial (contrato 15/2017, firmado entre a empresa CSC Melo e o DSEI Leste, oriundo do processo 25063.001352/2017-25) realizada sem justificativa consistente a caracterizar a situação de urgência",Contratação direta indevida ou não justificada
12843,Duplicidade na contratação/Licitação de serviços,Irregularidades na habilitação e qualificação da licitante
13918,Ausência de processo administrativo para elaboração e aprovação do anteprojeto de engenharia.,Ausência de aprovação do projeto pela autoridade competente
20099,"Falhas no gerenciamento e fiscalização do contrato 0200.0093599.14.2, com possibilidade de prejuízo financeiro à Petrobrás.",Fiscalização contratual inexistente ou deficiente
7180,Ausência de licenças ambientais de âmbito estadual e local.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
12548,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
22818,Veículos em condições precárias de trafegabilidade.,Gestão temerária
9556,Obra licitada sem Licença Prévia.,"Ausência de licenças e autorizações necessárias à licitação, contratação, execução da obra ou funcionamento do empreendimento"
10710,Julgamento ou classificação das propostas em desacordo com os critérios do edital ou da legislação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
18205,Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
13087,Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
