ACHADO,TIPO_ACHADO
Deficiência nos levantamentos que fundamentam a elaboração dos projetos básico/executivo.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Problemas na celebração de contrato com a Fundação Simon Bolivar,Irregularidades na formalização do convênio
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Ausência de cadastramento de contrato no SIASG.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Existência de preços diferentes para o mesmo serviço.,Falha na composição dos custos expressos na planilha orçamentária
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Falhas nos procedimentos de dispensa de licitação ,Irregularidades na condução do procedimento licitatório
Liquidação irregular da despesa.,Liquidação e/ou pagamento irregular da despesa
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
"Ausência de parcelamento do objeto, embora técnica e economicamente recomendável.",Restrição à competitividade do certame
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
"Existência de contrato do tipo guarda-chuva, com objeto amplo ou não definido.",Cláusulas essenciais imprecisas ou ausentes
Subcontratação irregular.,Subcontratação ou subrrogação irregular
Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
Demais irregularidades graves na administração do contrato - Houve recebimento indevido da obra.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Existência de atrasos injustificáveis nas obras e serviços.,Descumprimento do cronograma físico-financeiro do objeto
Ausência de registro/lançamento integral das informações sobre os participantes e as propostas dos licitantes no Siconv.,"Ausência e/ou deficiência de publicidade, de transparência e de registros no SICONV"
Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
Inadequação ou inexistência dos critérios de aceitabilidade de preços unitário e global.,Irregularidades na elaboração do ato convocatório
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
O orçamento não é acompanhado das composições de todos os custos unitários de seus serviços no Edital / Contrato / Aditivo.,Falha na composição dos custos expressos na planilha orçamentária
"Pagamento de indenizações por lucro cessante e outras despesas decorrentes da demora, ineficiência ou omissão da Administração na conclusão dos processos de desapropriação.",Processo de desapropriação inexistente ou deficiente
Falta de publicidade devida ao contrato/aditivo.,"Ausência de formalização, publicidade e/ou transparência do contrato"
"Inexecução ou execução parcial do objeto pactuado (obras inacabadas), mesmo após liberação integral dos recursos conveniados.",Irregularidades na execução do convênio
Fraude à Licitação,Irregularidades na habilitação e qualificação da licitante
Projeto executivo deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Acréscimos ou supressões em percentual superior ao legalmente permitido.,"Aditivos irregulares, injustificados ou não celebrados"
"Eventual existência de outros fornecedores do objeto sob análise, questionando-se, assim, a adoção de inexigibilidade, cujo extrato foi publicado no Diário Oficial da União (item 3.2.12 do relatório de acompanhamento)",Restrição à competitividade do certame
Orçamento do Edital / Contrato / Aditivo incompleto ou inadequado.,Falha na composição dos custos expressos na planilha orçamentária
Ato antieconômico na aquisição de material de premiação.,Sobrepreço
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Falta de publicidade devida ao contrato/aditivo.,"Ausência de formalização, publicidade e/ou transparência do contrato"
Licitação realizada sem contemplar os requisitos mínimos exigidos pela Lei 8.666/93.,Irregularidades na condução do procedimento licitatório
Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
Superfaturamento decorrente de itens pagos em duplicidade.,Superfaturamento
Descumprimento de cláusulas contratuais.,Outras irregularidades na execução do contrato
A obra paralisada está sendo deteriorada por intempéries ou por vandalismo.,Atraso ou paralisação da obra por ação ou omissão do gestor
O tipo de intervenção contratado é insuficiente para a manutenção da rodovia em boas condições.,"Projeto inexistente, deficiente ou desatualizado"
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
Restrição à competitividade da licitação decorrente de critérios inadequados de habilitação e julgamento.,Restrição à competitividade do certame
Julgamento irregular de recursos interpostos durante a licitação.,Julgamento em desconformidade com o edital e com a legislação (habilitação e propostas)
Superfaturamento decorrente de pagamento por serviço não executado.,Superfaturamento
Ausência de verificação da regularidade de licitante/contratada mediante consulta ao Sicaf,Liquidação e/ou pagamento irregular da despesa
Restrição ao caráter competitivo da licitação - Restrição ao caráter competitivo da licitação decorrente de critérios subjetivos de habilitação e julgamento.,Restrição à competitividade do certame
Impropriedades na execução do convênio,Irregularidades na execução do convênio
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Sobrepreço decorrente de alteração da metodologia executiva,Sobrepreço
Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Irregularidades em procedimentos licitatórios para a contratação dos serviços de locação de veículos para o transporte escolar. ,Irregularidades na elaboração do ato convocatório
Critério de medição inadequado ou incompatível com o objeto real pretendido.,Cláusulas essenciais imprecisas ou ausentes
Demais Irregularidades na Administração do Contrato - Inexistência de Termo de Recebimento Definitivo do Objeto Contratado.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Ausência de termo aditivo formalizando alterações das condições inicialmente pactuadas.,"Aditivos irregulares, injustificados ou não celebrados"
Sobrepreço decorrente de itens considerados em duplicidade.,Sobrepreço
Sobrepreço decorrente de preços excessivos frente ao mercado.,Sobrepreço
Execução de serviços com qualidade deficiente.,Objeto entregue com qualidade deficiente ou em desacordo com o licitado e com a legislação
Superfaturamento decorrente de quantitativo inadequado.,Superfaturamento
Desequilíbrio econômico-financeiro do contrato de supervisão ante o descompasso entre a execução físico-financeira do contrato de execução e do contrato de supervisão.,Descumprimento do cronograma físico-financeiro do objeto
Projeto básico deficiente ou desatualizado.,"Projeto inexistente, deficiente ou desatualizado"
Fiscalização ou supervisão deficiente ou omissa.,Fiscalização contratual inexistente ou deficiente
Método de medição incompatível com o regime de execução contratual ajustado,Outras irregularidades na execução do contrato
